Index,p_0e_CO2,Tin_CO2,mdot_in_CO2,p_0e_g,Tin_g,mdot_in_g,eps_1,eps_2,eps_3,K_1,K_2,K_3,mdot_1_CO2,mdot_2_CO2,mdot_3_CO2,p_01_CO2,p_02_CO2,p_03_CO2,p_04_CO2,h_01_CO2,h_02_CO2,h_03_CO2,h_04_CO2,mdot_1_g,mdot_2_g,mdot_3_g,p_01_g,p_02_g,p_03_g,p_04_g,h_01_g,h_02_g,h_03_g,h_04_g
0,20000000,623.15,1,101325,773.15,5,0.8,0.75,0.7,1000,1000,1000,1,0.999999994,0.999999994,20003000,20002000,20001000,20000000,789235.1064,915985.2497,956727.0105,969979.3824,5,2.500000019,2.500000019,132575.0001,107575.0001,101325,101325,918999.5861,916349.1011,900052.3971,865649.0479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
